corridor_volume_musd,fx_spread_bps,transfer_fee_percent,settlement_time_days,tax_rate_percent,withholding_tax_amount_musd,compliance_regulatory_score,sovereign_geopolitical_score,volatility_index,market_infrastructure_score,currency_convertibility,capital_controls,payment_system_efficiency,network_depth,corridor_stability_score,fx_cost_pct,fee_cost_pct,tax_cost_pct,risk_composite,settlement_friction,infra_risk,treaty_friction,stability_risk,total_cost_pct,pred
-0.00044969312,0.015477249,0.0129070245,0.000813278,0.045813967,3.2687123e-05,6.215584e-05,4.902904e-05,-0.00040707737,1.9124649e-05,-0.0006684123,0.0008237748,5.4478438e-05,0.00024114194,-0.00070324173,0.0055229943,0.002183848,0.0005889448,0.000634478,0.00019801612,0.0001138501,-5.322243e-06,-0.00018159732,0.5049641504442876,0.49213734
-0.0002277531,0.010040054,-0.05760595,-0.0007133295,0.17952712,-0.00023779123,-0.00039037914,-3.784165e-05,-0.0020803923,-8.285373e-05,-0.00037877532,0.00047766307,2.1265647e-05,-0.000168576,-0.00021204365,0.003050079,-0.009124489,0.00076194666,-5.4121574e-05,-0.00020312844,-0.00011171778,-6.443073e-05,0.00022478984,0.6515901159159068,0.63963395
-0.00010302225,0.0061369576,0.06644846,-0.00084672036,-0.16007347,-9.263693e-05,-0.00025400115,0.00039527408,-0.0005728616,0.0004849474,-0.000115068666,3.583065e-05,0.00023329031,0.0012843866,-5.5789118e-05,0.0012385142,0.008299567,-0.00032121156,0.000116294344,-0.000100564335,0.000102386664,6.939093e-05,0.00012920608,-0.3981231064834495,-0.4043089
6.1607774e-05,0.01599195,0.07861559,-0.0003047868,-0.2082521,-2.0089463e-05,-0.00043706113,-0.00010684908,-0.00052367535,0.00016128755,-0.00025785525,0.00047973538,-0.00046665763,0.00025111917,0.0002525703,0.0041755307,0.011498973,-0.00080141454,0.00021055277,-6.2650484e-05,-9.9477336e-05,-1.9287898e-05,6.320675e-05,-0.4134874202461542,-0.43434253
-5.647975e-06,0.0054311706,0.105608456,-0.0008455193,0.07670412,-0.0001342906,-0.0002792697,0.0005621749,-0.00010215685,1.1682193e-06,-0.0011635856,-7.344919e-05,6.5875574e-05,-9.826912e-05,0.00015965747,0.0012877113,0.0156192165,0.00069422653,-0.0005585853,-1.4256027e-05,-3.453291e-05,1.19887045e-05,-1.571957e-05,0.9707194524792648,0.97737336
-5.4960794e-05,0.013564643,0.005815467,0.0005084683,-0.0659037,-5.5264085e-05,0.000447177,-0.00020250017,-0.00020933794,0.00016856774,-0.0002268421,0.00010607205,1.4667982e-05,0.00013549975,-4.3887972e-05,0.0046727955,-0.00090830465,-0.00011388556,0.00015997858,5.961222e-05,1.5834701e-05,-3.9122882e-05,0.0002142024,-0.2199451990638516,-0.21451928
-0.00017258408,-0.02062077,0.10360736,-0.00083841814,-0.047992337,-0.0004804363,0.00040851173,0.00023789662,0.0004083405,0.00019164235,-1.7795064e-06,0.0007216242,-2.505714e-05,1.1997896e-05,-7.862673e-05,-0.005539266,0.015033303,-0.00020388367,-0.0005727493,-8.237963e-05,4.4064298e-05,0.00016975516,-0.0002667897,0.3166911415664244,0.30319878
-0.0013491199,0.009637211,0.040201962,-0.00044169533,-0.23975301,-0.00020272406,-4.4416174e-05,0.000106119616,-0.00013004,-9.930804e-06,0.00041456745,1.8571864e-05,0.00022725569,-0.00046558114,-4.489241e-05,0.0031984493,0.0100355605,-0.0010460053,-0.00018354299,-1.3904542e-05,0.00017612599,5.2456693e-07,-0.00039840798,-0.8626371036967077,-0.87216
0.00083716307,0.0053545353,0.008149036,0.00080419413,0.31004545,9.462075e-05,-0.0005879245,0.0017937671,-0.00021579486,-0.00015282846,-0.0007187027,-0.00025818215,-1.135731e-05,1.3628993e-05,0.00035448093,0.0015436611,0.001058049,0.001465162,-0.00043690487,0.000111899855,-0.0003126603,-4.546389e-05,0.00023414043,1.712741075601102,1.7001828
7.311384e-05,-0.016067551,0.007913501,-2.924268e-05,0.042202074,-2.219346e-05,0.00018267121,-0.0007199241,3.2874508e-05,-0.00010608913,0.0005489279,0.00025663935,-0.00043774152,0.00011288465,-0.00016099644,-0.003939417,0.0024600506,0.000156741,-0.00024109833,0.00019836512,-9.340768e-05,4.7215094e-06,-0.00022691122,0.0921416325926118,0.1093994
-0.00017272739,0.0007173489,0.077024296,2.7852842e-05,-0.21539469,0.00011209954,-7.469448e-07,-0.0002001787,-0.0001532544,0.00012800419,-7.753818e-05,-4.678133e-05,0.00011062826,-0.00014290924,-1.0563569e-05,-3.0744362e-05,0.0124272015,-0.0010039498,-0.00014935627,3.118388e-05,-6.7924404e-05,6.007551e-05,-9.8151664e-05,-0.5114998356590248,-0.5409061
9.084932e-05,-0.009140397,-0.0064308164,0.00029503866,0.079677194,0.00036504978,-0.0004980804,-0.00014313888,0.000209296,-0.00015931987,0.0010403035,-0.00013448937,8.321193e-05,-1.9506646e-05,-0.00016567194,-0.0021438384,-0.0011941242,0.0006669446,-0.00064461085,0.0001384778,5.500916e-05,2.5708743e-05,-0.0002997639,0.3817963128280105,0.3737643
6.5249087e-06,0.007439283,-0.0779394,-0.00037981532,0.093904816,-0.0002553316,-1.6427036e-06,-4.39886e-05,-3.1341828e-05,8.6770306e-05,0.0005556961,6.2771294e-05,5.8267382e-05,0.0001644676,-8.5252046e-05,0.0019600182,-0.010549725,0.0002697524,0.00030855645,-0.00019949023,8.624222e-05,-5.778343e-06,0.00029656867,0.0953208929012999,0.09250176
0.00042411045,-0.012454798,-0.10132976,-0.0003340286,0.15245767,0.0004139393,-0.00011608852,0.00048208536,-0.00024199355,-0.00021545053,-0.00089698535,7.404204e-05,-0.0005467081,-0.0003287118,-0.000108395274,-0.0022443964,-0.014214387,0.0011944522,0.0004373132,-8.863735e-05,3.6069312e-06,3.220465e-05,7.51192e-05,0.146518383609341,0.14533016
7.108968e-05,-0.008729764,-0.08288728,0.0002470411,0.101904325,-9.815529e-05,-8.22471e-05,0.00044485173,0.00030422834,8.155749e-05,0.0010836829,0.00015270771,9.780543e-05,2.4411098e-05,5.5988065e-05,-0.0023312522,-0.011099586,0.0010321703,-0.000119685785,0.00024108161,3.009951e-05,1.6095682e-05,-0.00010290013,0.1074426144766572,0.091848515
-6.82934e-05,0.021050535,-0.08711783,-0.00010242974,0.11402732,-7.8483834e-05,-0.00023192116,0.0005301883,-0.00015159776,0.00012460296,0.00039258722,0.0004199743,0.00017781551,-1.1889222e-05,0.00023175229,0.004923286,-0.011552575,0.00079291733,-0.0005012479,-0.00020377956,0.00019595654,3.221896e-05,0.00016005611,0.352562317638956,0.32035065
-0.00022352212,-0.011830256,-0.08116938,-0.00025252602,0.10232688,-0.00012975805,-0.0003389247,-0.000118256845,-0.00035843294,-0.00017431377,0.00057638943,-0.0003507522,-7.905297e-05,8.463412e-05,-0.000109934364,-0.003315885,-0.010667519,0.00079018663,0.0002600045,-0.00013703643,6.7924804e-05,1.3683182e-05,-0.00020053759,0.0837438254824109,0.06890041
0.00014235647,-0.0034845055,-0.03542115,-0.0014091515,0.12113192,-0.0003084942,-2.9820134e-05,-0.00019410576,0.0006143007,3.1309017e-05,-0.0005712395,-0.00055630406,-6.589725e-05,-0.00032394793,-0.00015142852,-5.107533e-05,-0.004214431,0.0006215238,0.000171268,-0.00031951768,-9.338027e-05,-2.2219929e-06,0.00023998841,0.3808590010238553,0.38261476
-0.00023328299,0.015670462,0.10530235,-0.00035811114,-0.20940642,7.072695e-05,-0.00041605034,-0.00058925874,0.000108241664,-0.00036220686,-0.00028548666,-0.00011662689,0.00012675204,-4.485753e-05,0.00010557969,0.0040133973,0.017441329,-0.0012828534,-0.00012303858,1.12000835e-05,-2.478951e-06,-3.7269253e-06,5.5545997e-06,-0.1547640295478748,-0.18173243
0.0005853545,0.015545085,-0.05171772,-0.00048548687,0.26250225,1.3396279e-05,0.00039690084,-0.00015695834,-0.00015463372,2.2417287e-05,-8.300555e-05,9.234065e-05,0.00015985816,0.00044271784,-5.466103e-05,0.0045237527,-0.0055366405,0.0015903362,-5.3250515e-05,-0.00014472546,-0.00023784736,-4.284521e-05,0.000112135865,1.2233883155777316,1.2055914
-0.00010377993,0.005705052,-0.04981084,0.0008687,0.22745593,2.5815776e-05,8.467681e-05,-0.00036975543,-0.0006474911,0.00014642875,9.12769e-05,7.2786395e-05,2.5875515e-06,-0.00016819999,-0.00036328912,0.0025587273,-0.005402123,0.0020564161,-0.00028983978,7.2202005e-05,4.072285e-05,2.3620983e-05,-6.654993e-05,0.96437359823762,0.9558836
-0.000118225886,0.0077890097,-0.10077791,0.00044743944,-0.17995986,-0.00013485354,8.311889e-05,-0.00038126865,0.00012706425,3.9118102e-05,0.0006156429,0.00045685747,0.00058129925,0.00026775687,-8.2941e-05,0.0038224699,-0.01268347,-0.0010584537,1.2869915e-05,3.5319787e-05,0.00010272419,-1.8849922e-05,-5.2640655e-05,-1.4030480242950685,-1.4108607
1.246186e-05,-0.005241081,0.018050792,0.0006785572,0.31631994,9.182519e-05,4.5516044e-06,-0.00019568787,0.00083114667,-0.0017236742,-0.00010096533,0.0003571691,-0.0015684849,-0.000700168,-0.0002446415,-0.0023865297,0.0036928277,0.0027925295,0.00090919365,0.00010709776,-0.00035769236,-1.1558693e-06,-4.1989544e-05,1.739872452418673,1.7159722
